cellLine,drug,ic50_CCLE,auc_CCLE,ic50_GDSC,auc_GDSC
G-401,PD-0332991,8,0.14423375,1.92428409525597,0.216605
GB-1,PD-0332991,8,0.0711875,6.38200301322339,0.144655
GCIY,PD-0332991,8,0.047575,221.332257477039,0.00677099999999997
GCT,PD-0332991,4.080997944,0.1037375,6.93800313217775,0.075711
GMS-10,PD-0332991,8,0.0538875,6.15002409686389,0.152046
H4,PD-0332991,8,0.113375,1.73211637674672,0.226201
HCC1187,PD-0332991,8,0.0718,114.178841017669,0.0116309999999999
HCC1569,PD-0332991,8,0,135.049584014414,0.011481
HCC1806,PD-0332991,8,0,16.7070702818917,0.125101
HCC1954,PD-0332991,2.50906539,0.1556875,26.9808134382283,0.047795
HCC70,PD-0332991,8,0,69.9682102772059,0.036598
HCT-116,PD-0332991,8,0,5.09889066804183,0.15662
HCT-15,PD-0332991,8,0.000862500000000001,9.9954201191453,0.149086
HEC-1,PD-0332991,4.964954376,0.1198375,23.493739936916,0.092402
HGC-27,PD-0332991,1.742808342,0.2076,0.564986184696076,0.330136
HH,PD-0332991,8,0.10885,1.53890480831954,0.217418
HLE,PD-0332991,8,0.02055,14.3851726641407,0.061934
HOS,PD-0332991,8,0.0559625,1.35296029113047,0.247855
Hs-578-T,PD-0332991,8,0.0606625,1.25816838415412,0.240056
HSC-2,PD-0332991,8,0,9.76629331996977,0.094715
HT,PD-0332991,8,0,75.7758014806671,0.019635
HT-1080,PD-0332991,8,0,1.37519013285644,0.247825
HT-1197,PD-0332991,8,0,268.491968224847,0.00497499999999995
HT-1376,PD-0332991,8,0,85.846000569724,0.014621
HT-144,PD-0332991,8,0,7.65368323043025,0.134019
HT-29,PD-0332991,8,0.046675,0.858367456669093,0.258011
HuCCT1,PD-0332991,8,0.0114375,20.6293537323973,0.117538
HuP-T3,PD-0332991,8,0.022625,6.34685871529399,0.164468
HuP-T4,PD-0332991,8,0.08935,5.91286212914017,0.170991
IA-LM,PD-0332991,8,0.01171625,26.3644892362657,0.118635
IGROV-1,PD-0332991,8,0,7.9855127998546,0.161511
IPC-298,PD-0332991,8,0.0363,7.05233663852952,0.094626
IST-MES1,PD-0332991,8,0.052975,3.83200436806628,0.171196
JVM-3,PD-0332991,0.435200393,0.2351,6.02496698684572,0.142267
KARPAS-299,PD-0332991,7.354502201,0.0791,8.38396539445171,0.153111
KARPAS-422,PD-0332991,8,0,24.1961613819382,0.072493
KG-1,PD-0332991,8,0,17.754038301702,0.075743
KLE,PD-0332991,8,0.01515,347.289595134679,0.00406399999999996
KNS-42,PD-0332991,8,0.054925,6.78196579368949,0.16699
KNS-81-FD,PD-0332991,8,0.106175,11.5526864153902,0.086249
KU812,PD-0332991,6.253096581,0.093425,30.9041660981979,0.108837
KURAMOCHI,PD-0332991,8,0,218.906128294424,0.00715900000000003
KYSE-410,PD-0332991,8,0.0092375,1.1756568350944,0.257051
KYSE-520,PD-0332991,8,0,7.5551466007222,0.156639
L-363,PD-0332991,0.891901791,0.23075,7.99901172760899,0.129778
L-428,PD-0332991,4.438398838,0.0626,182.341262497948,0.011565
LCLC-103H,PD-0332991,8,0,5.91699666462025,0.121281
LOXIMVI,PD-0332991,8,0,1.91227952685982,0.223619
LP-1,PD-0332991,8,0,606.227301059864,0.00210100000000002
LS-123,PD-0332991,8,0,63.261820783272,0.035382
LS-513,PD-0332991,4.528065205,0.066875,14.1870134446028,0.111466
LU-99A,PD-0332991,2.549120188,0.1666,27.5581963632524,0.031616
M059J,PD-0332991,8,0,492.923012208857,0.00250700000000004
MC116,PD-0332991,7.997480869,0.13205,234.416629464309,0.004158
MCF7,PD-0332991,8,0.191975,2.71464177019262,0.194727
MDA-MB-157,PD-0332991,8,0,61.1648696881748,0.025817
MDA-MB-175-VII,PD-0332991,8,0.1153875,85.3135250034878,0.025802
MDA-MB-415,PD-0332991,6.220910659,0.1046375,28.4137163884984,0.0448539999999999
MDA-MB-453,PD-0332991,8,0.09045,236.330204805511,0.00347699999999995
MDA-MB-468,PD-0332991,8,0.153725,320.040323886429,0.00472899999999998
MEG-01,PD-0332991,8,0,39.3014730358094,0.032843
MEL-HO,PD-0332991,8,0,17.7502748445226,0.057531
MES-SA,PD-0332991,8,0.0253375,57.3226022174005,0.058413
Mewo,PD-0332991,8,0.1397625,0.936604666370767,0.188219
MFE-280,PD-0332991,8,0,460.403831995253,0.00253199999999998
MG-63,PD-0332991,8,0.0751375,1.61812973864771,0.232792
MHH-ES-1,PD-0332991,1.882438421,0.1858,0.470031765684094,0.313491
MIA-PaCa-2,PD-0332991,8,0.0483625,1.86226595196355,0.201629
MKN7,PD-0332991,8,0,439.821956190576,0.00355700000000003
MOLT-16,PD-0332991,0.551490188,0.2300375,0.258486709572866,0.401736
MPP-89,PD-0332991,8,0,22.0693109794268,0.055992
MSTO-211H,PD-0332991,5.501162529,0.06245,1.69603131291003,0.235086
NCI-H1048,PD-0332991,8,0,172.37356306843,0.00769600000000004
NCI-H1092,PD-0332991,8,0,557.570526351722,0.00205100000000003
NCI-H1355,PD-0332991,8,0.09525,2.55950786557186,0.141242
NCI-H1563,PD-0332991,8,0.0280625,37.2483630912147,0.111601
NCI-H1573,PD-0332991,8,0.0644875,2.07297754237225,0.181693
NCI-H1581,PD-0332991,8,0.0099125,8.01200466455914,0.124577
NCI-H1650,PD-0332991,8,0,5.30634354429445,0.094684
NCI-H1651,PD-0332991,8,0,49.8820889776477,0.04921
NCI-H1693,PD-0332991,8,0.0661625,6.62214939979918,0.093437
NCI-H1694,PD-0332991,8,0,382.144955007891,0.00344800000000001
NCI-H1792,PD-0332991,8,0.029025,5.24621571237606,0.173862
NCI-H1793,PD-0332991,2.038415432,0.1470625,5.67593325461815,0.118762
NCI-H1975,PD-0332991,8,0.0416375,177.663799949697,0.096523
NCI-H2009,PD-0332991,8,0,79.3183895307047,0.024514
NCI-H2052,PD-0332991,8,0.0680125,130.358324367323,0.0166230000000001
NCI-H2087,PD-0332991,8,0.0757625,4.5816353604785,0.181169
NCI-H2122,PD-0332991,8,0.235125,5.4939747953819,0.0726830000000001
NCI-H2170,PD-0332991,8,0.0713875,17.2448233019303,0.045842
NCI-H2228,PD-0332991,8,0.0122,129.32065269815,0.00542399999999998
NCI-H226,PD-0332991,8,0.051125,64.2200199941701,0.10749
NCI-H23,PD-0332991,8,0,11.6552532369067,0.137462
NCI-H2452,PD-0332991,8,0.1795,27.4162800675961,0.095472
NCI-H28,PD-0332991,6.050222397,0.08955,4.81661307725969,0.162569
NCI-H441,PD-0332991,8,0.11325,1.54907038593671,0.230216
NCI-H520,PD-0332991,8,0.194,0.746516170860305,0.266726
NCI-H522,PD-0332991,8,0,161.368408100344,0.00516000000000005
NCI-H650,PD-0332991,8,0,10.4286518113391,0.124867
NCI-H661,PD-0332991,8,0,6.05823194947898,0.165346
NCI-H727,PD-0332991,8,0,56.8127061196635,0.038194
NCI-H747,PD-0332991,8,0.1047625,2.32199330504348,0.207429
NCI-H810,PD-0332991,8,0.0021125,363.938173431542,0.00398399999999999
NCI-N87,PD-0332991,8,0,92.888049572044,0.036721
OVCAR-3,PD-0332991,8,0,39.9194630219965,0.04817
NUGC-3,PD-0332991,8,0.061275,2.82504982044881,0.152439
OC-314,PD-0332991,8,0.0050625,14.0907421974669,0.0794319999999999
OCI-AML2,PD-0332991,1.528368115,0.2017375,9.68027199934886,0.097762
OE33,PD-0332991,8,0.1096875,4.88160959244975,0.178437
ONS-76,PD-0332991,8,0.041625,0.677819669912074,0.240051
OPM-2,PD-0332991,8,0,674.900990923084,0.00207500000000005
OVCAR-4,PD-0332991,8,0.0456375,42.2974161389103,0.029714
OVCAR-8,PD-0332991,8,0,73.2367247946197,0.025278
P12-ICHIKAWA,PD-0332991,2.072611809,0.147125,3.11423021590507,0.184238
P31-FUJ,PD-0332991,8,0,614.59591311019,0.002108
Panc 03.27,PD-0332991,8,0,56.6787862208583,0.027092
Panc 10.05,PD-0332991,8,0,27.7774627649521,0.0319120000000001
PC-3,PD-0332991,8,0,1.35220825429422,0.201498
Raji,PD-0332991,8,0.0099,256.226546394893,0.00598699999999996
RD,PD-0332991,8,0,62.7386697527812,0.011271
REH,PD-0332991,5.912584305,0.08765,0.641774039911677,0.250931
RERF-LC-MS,PD-0332991,8,0.0593625,32.8230824133141,0.044659
RKO,PD-0332991,8,0.091075,2.38496154375842,0.210409
RL95-2,PD-0332991,8,0.0419,6.59668994669823,0.129261
RPMI-8402,PD-0332991,1.42691958,0.1840125,0.207745189655668,0.38094
RT-112,PD-0332991,8,0.0573875,0.321054303621289,0.263031
RT4,PD-0332991,8,0.1669625,53.8114892930026,0.032029
RVH-421,PD-0332991,8,0.09205,4.66690448163933,0.150146
Saos-2,PD-0332991,8,3.74999999999998e-05,31.9306064609761,0.044818
SBC-5,PD-0332991,8,0.02995,211.161659733537,0.00771999999999995
SCC-25,PD-0332991,8,0.0443375,24.3005989939624,0.081188
SF126,PD-0332991,8,0.0627125,62.9766485660973,0.088994
SF295,PD-0332991,8,0.1058375,6.00422266984659,0.155548
SHP-77,PD-0332991,8,0,6.31511521315848,0.155533
SIMA,PD-0332991,8,0.063625,0.822480915213216,0.238552
SJRH30,PD-0332991,8,0,25.6496005911394,0.097117
SJSA-1,PD-0332991,8,0,2.37796005405281,0.170138
SK-CO-1,PD-0332991,8,0,26.6484503312516,0.050218
SK-HEP-1,PD-0332991,8,0.0649,2.59265902591958,0.212224
SK-LU-1,PD-0332991,8,0.0405625,1.6215232739372,0.185287
SK-MEL-2,PD-0332991,8,0,9.3582939165244,0.142335
SK-MEL-30,PD-0332991,8,0,14.0630388858223,0.075695
SK-MEL-5,PD-0332991,8,0.15625,13.9098329984418,0.132347
SK-MM-2,PD-0332991,8,0.05815,160.111908680451,0.023114
SK-N-AS,PD-0332991,8,0.1298375,8.03875322782457,0.153003
SK-N-DZ,PD-0332991,8,0.1371175,1.20006173343512,0.254245
SK-OV-3,PD-0332991,8,0.02685,34.4048657294359,0.12598
SNG-M,PD-0332991,8,0,12.6113474507785,0.064891
NCI-SNU-1,PD-0332991,5.734571934,0.0726125,148.939770590501,0.012896
NCI-SNU-16,PD-0332991,8,0.0739625,211.855830812417,0.00740399999999997
SNU-423,PD-0332991,8,0.10765,57.2858702032474,0.0815630000000001
SNU-449,PD-0332991,8,0,93.5839598804851,0.109975
SNU-C2B,PD-0332991,8,0,153.444049160852,0.013363
SUP-T1,PD-0332991,8,0,126.644759781312,0.01555
SW1088,PD-0332991,8,0.035425,3.47470297311174,0.153248
SW1417,PD-0332991,8,0,88.2906311951041,0.0285840000000001
SW1990,PD-0332991,8,0,8.04659483438369,0.063963
SW48,PD-0332991,8,0.182428571428571,17.7716412744913,0.068039
SW620,PD-0332991,8,0.1455,2.43783902159281,0.213415
SW780,PD-0332991,1.642117023,0.155675,1.96245649053376,0.204735
T-24,PD-0332991,8,0.0096,0.778712783554984,0.246989
T47D,PD-0332991,8,0.051425,1.68060693667068,0.226892
T84,PD-0332991,8,0,403.685859501021,0.00342399999999998
T98G,PD-0332991,8,0.046675,2.00665669224853,0.220684
TCCSUP,PD-0332991,8,0.0514625,13.1284023296388,0.06613
TE-9,PD-0332991,8,0,66.6316040316519,0.022402
TYK-nu,PD-0332991,8,0.144625,0.998247537359026,0.237161
U-118-MG,PD-0332991,8,0.0619,8.43463126361735,0.14683
U-2-OS,PD-0332991,8,0.0254475,3.72535444378965,0.103812
U-87-MG,PD-0332991,8,0.0366,16.3523398958563,0.080597
VMRC-RCZ,PD-0332991,8,0.0275625,3.36487562147836,0.169586
YKG-1,PD-0332991,7.338364124,0.1121375,1.81060673171612,0.222736
ZR-75-30,PD-0332991,8,0,395.208707982645,0.00361500000000003
697,paclitaxel,0.002542614,0.9725,0.00149509579091727,0.655135
8-MG-BA,paclitaxel,0.0025,0.87875,0.0079584103805871,0.411132
A253,paclitaxel,0.003566902,0.68625,0.0173796030304718,0.319748
BL-41,paclitaxel,0.002803592,0.89125,0.00934483962318343,0.396726
BL-70,paclitaxel,0.00982259,0.8075,0.00930320792619433,0.365793
BT-474,paclitaxel,0.016556622,0.5820125,0.208916840195396,0.108941
C2BBe1,paclitaxel,8,0.42625,0.267465150403105,0.0863390000000001
Calu-6,paclitaxel,0.003513228,0.81375,0.0101195508350111,0.39615
CAS-1,paclitaxel,0.025275866,0.53875,0.270958122381767,0.122153
COLO-320-HSR,paclitaxel,0.316520303,0.50375,0.195316101410433,0.062327
DEL,paclitaxel,0.0025,0.9125,0.00844881571082865,0.395469
DMS-114,paclitaxel,0.005783329,0.72875,0.0250197191256397,0.270609
DOHH-2,paclitaxel,0.002542614,0.55625,0.0120318858382142,0.368852
EB2,paclitaxel,0.018220019,0.67875,9.19834889487201,0.011043
EM-2,paclitaxel,0.002542614,0.87375,0.157060216905571,0.15825
GB-1,paclitaxel,0.042211305,0.605,0.036001344284035,0.231389
GCIY,paclitaxel,0.039213784,0.58,0.149013555599053,0.101132
GI-1,paclitaxel,0.01261146,0.6925,0.0137294378943536,0.34989
HCC1187,paclitaxel,0.009626306,0.75,0.019243575773485,0.289367
HD-MY-Z,paclitaxel,0.0025,0.85125,0.0116257710828606,0.353941
HH,paclitaxel,0.010450869,0.5975,0.0715715951149431,0.176393
HT,paclitaxel,0.0025,0.81125,0.0808636399761885,0.158077
HT-144,paclitaxel,0.021828279,0.59125,0.00800251029218397,0.411388
IA-LM,paclitaxel,8,0.18875,0.00280155124259009,0.453947
IST-MES1,paclitaxel,0.123707697,0.435,0.0791198885728253,0.153486
JVM-3,paclitaxel,0.002542614,0.9375,20.8984501349799,0.000983999999999985
KALS-1,paclitaxel,0.005295292,0.735,0.00307954937351788,0.48584
KARPAS-299,paclitaxel,0.016409257,0.76875,0.0398016066267583,0.203268
KARPAS-422,paclitaxel,8,0.296625,0.0564983977296,0.189696
KG-1,paclitaxel,0.053802088,0.63625,28.28648135832,0.000967999999999969
KLE,paclitaxel,8,0.3175,0.104433894109684,0.140728
KNS-42,paclitaxel,0.005016253,0.62375,0.00890746134584762,0.415889
KNS-81-FD,paclitaxel,0.033557992,0.54125,0.229581314658,0.105644
K052,paclitaxel,0.019697005,0.7175,0.0324655094779467,0.200328
KU812,paclitaxel,0.0025,0.89625,0.0203908705573136,0.280273
KURAMOCHI,paclitaxel,0.056019422,0.471375,0.00747776745596651,0.443385
L-363,paclitaxel,0.003210538,0.845,0.0135096774797553,0.340592
L-428,paclitaxel,0.101714127,0.5225,0.169449725648654,0.127501
LOXIMVI,paclitaxel,0.004568389,0.61875,0.0702811958709868,0.206831
LP-1,paclitaxel,8,0.297,0.280565519553317,0.0468190000000001
LS-123,paclitaxel,0.348962843,0.355,0.016643325729624,0.326374
LS-411N,paclitaxel,0.002590775,0.75125,0.00716552462404049,0.390634
LS-513,paclitaxel,0.018824603,0.62875,0.493067104301657,0.042265
MC116,paclitaxel,0.011948175,0.79625,0.00288789620122948,0.48256
MEG-01,paclitaxel,0.068457693,0.52125,0.0297820623878196,0.218552
MPP-89,paclitaxel,0.055855297,0.58375,1.94182450964378,0.030483
MSTO-211H,paclitaxel,0.013478238,0.6725,1.43905118915482,0.016467
NCI-H1092,paclitaxel,8,0.29405,1.30718896058104,0.061823
NCI-H1155,paclitaxel,0.040493838,0.66875,0.125576518128804,0.061767
NCI-H1355,paclitaxel,0.018106179,0.58625,0.00913760466066766,0.38738
NCI-H1581,paclitaxel,0.009297123,0.74625,0.049533404431876,0.210373
NCI-H1648,paclitaxel,0.0025,0.80625,0.00468711980144589,0.524373
NCI-H1666,paclitaxel,0.002542614,0.6625,24.0104223340162,0.000971999999999973
NCI-H1694,paclitaxel,0.018657338,0.57125,0.370001581140609,0.10937
NCI-H1975,paclitaxel,0.00264905,0.76625,0.0110336012840354,0.364236
NCI-H226,paclitaxel,8,0.38875,1.71488667548461,0.037037
NCI-H23,paclitaxel,0.003537219,0.80375,1.33189934174209,0.034091
NCI-H747,paclitaxel,0.025522847,0.59,0.0293299236245676,0.25173
OCI-AML2,paclitaxel,0.007498603,0.7975,0.0085211838351986,0.393675
OPM-2,paclitaxel,0.248270139,0.4675,0.0367267098427699,0.222343
OVCAR-4,paclitaxel,0.008228295,0.5948125,0.00904144746125508,0.363993
P31-FUJ,paclitaxel,0.009502594,0.6825,29.0489111306027,0.000978999999999952
PSN1,paclitaxel,0.01755916,0.71625,0.00130119266563131,0.630568
Raji,paclitaxel,0.010622928,0.75375,0.131168306233068,0.128633
REH,paclitaxel,0.005274509,0.85125,2.31165333971862,0.033439
RKO,paclitaxel,0.0025,0.825,0.00297700951733089,0.605508
RL95-2,paclitaxel,0.0025,0.77625,0.000668131197679825,0.534287
RPMI-8402,paclitaxel,0.004104584,0.799125,0.0125565981821191,0.340659
SF126,paclitaxel,0.068713717,0.5875,0.0613345483612322,0.135835
SHP-77,paclitaxel,0.250442058,0.41525,0.478545013697791,0.041608
SIG-M5,paclitaxel,0.0025,0.92,0.00327184903419342,0.546395
SIMA,paclitaxel,0.002542614,0.69125,0.345805085279844,0.13843
SJSA-1,paclitaxel,0.016656112,0.63225,0.0176740821115856,0.316999
SK-LMS-1,paclitaxel,0.018775795,0.6675,0.00400565566600386,0.518451
SK-MEL-2,paclitaxel,0.026818315,0.4475,8.45976165454815,0.0245840000000001
SK-MM-2,paclitaxel,0.005710234,0.78275,3.54385103909003,0.011325
SK-N-DZ,paclitaxel,0.006010402,0.715,0.073074486137298,0.111822
SK-N-FI,paclitaxel,0.432275355,0.440285714285714,0.316915532373835,0.03128
NCI-SNU-1,paclitaxel,0.005922596,0.6,0.294222498573945,0.121526
NCI-SNU-16,paclitaxel,0.002542614,0.9525,0.0100800606448787,0.385751
SNU-C2B,paclitaxel,0.013825299,0.67125,0.0149645381524703,0.342579
SUP-T1,paclitaxel,0.00852356,0.6812,23.2512524639578,0.000947999999999949
TE-1,paclitaxel,0.017809903,0.53,0.00605859714454112,0.455299
TE-11,paclitaxel,0.002542614,0.93125,0.00123066820624349,0.632466
TE-15,paclitaxel,0.005525481,0.8675,0.000286917167168482,0.563096
TE-5,paclitaxel,0.012177017,0.675,0.0149599896242833,0.335335
TE-9,paclitaxel,0.003389495,0.8325,0.00325507813174953,0.528314
U-87-MG,paclitaxel,0.009391576,0.61,4.18672581475394,0.0265570000000001
UACC-257,paclitaxel,8,0.455,0.0484921184708432,0.227216
22RV1,AZD6244,8,0.355125,63.8669491579469,0.055585
5637,AZD6244,8,0.0647625,153.902610036112,0.011767
639-V,AZD6244,8,0.1862,53.6426252909435,0.033081
697,AZD6244,8,0.21225,260.844905787911,0.00609899999999997
769-P,AZD6244,8,0.1560225,3.74259791514202,0.111608
786-0,AZD6244,8,0.0839625,10.4166032552524,0.113298
8305C,AZD6244,8,0.2551375,7.85355267909117,0.162175
8505C,AZD6244,8,0.230775,113.912658358734,0.013463
8-MG-BA,AZD6244,8,0,80.1577846217155,0.02959
A204,AZD6244,8,0.0502,1.5166728178321,0.196562
A253,AZD6244,8,0.17025,541.680313536722,0.00221899999999997
A2780,AZD6244,1.579616904,0.3325,415.328178796521,0.00254100000000002
A375,AZD6244,0.106830887,0.440875,128.529185106697,0.0124300000000001
A549,AZD6244,2.122098207,0.2815,268.245069205044,0.00560400000000005
A673,AZD6244,8,0.17025,174.029182383558,0.01001
AN3-CA,AZD6244,8,0.0548875,28.8593491177822,0.031514
AsPC-1,AZD6244,1.271577716,0.348125,0.324385063910597,0.260164
AU565,AZD6244,8,0,303.616077405362,0.00393500000000002
BCPAP,AZD6244,8,0.208375,2.1274009002405,0.130326
BFTC-909,AZD6244,8,0.0940375,7.9783609848775,0.101453
BL-41,AZD6244,8,0,508.702313659992,0.00197999999999998
BT-20,AZD6244,8,0,24.7177596639131,0.047448
BT-474,AZD6244,8,0.05275,219.190891317067,0.00733300000000003
BT-549,AZD6244,8,0.04978625,90.581590768328,0.019357
BxPC-3,AZD6244,8,0.2727625,4.65976491760878,0.134291
C2BBe1,AZD6244,8,0.214875,0.2725901210786,0.314262
C32,AZD6244,1.360162973,0.2454875,181.857242969147,0.00693600000000005
C3A,AZD6244,8,0.1836625,27.5694148319757,0.034813
CAL-12T,AZD6244,3.317574024,0.224125,15.3310011907846,0.12907
CAL-27,AZD6244,0.437977016,0.35575,431.886144884639,0.00363599999999997
CAL-85-1,AZD6244,3.014279604,0.2615,4.79420070015857,0.165807
Calu-3,AZD6244,8,0.2675,331.223707312767,0.00601200000000002
Calu-6,AZD6244,3.664028168,0.172775,5.42926627225095,0.157108
CAMA-1,AZD6244,8,0.0504375,57.0206224631099,0.0157
Capan-2,AZD6244,0.503727555,0.262975,36.4652225671333,0.12288
CAS-1,AZD6244,8,0.05745,299.502869955877,0.00475400000000004
CHL-1,AZD6244,8,0.059,5.31989730715026,0.167958
CHP-212,AZD6244,0.011546331,0.69,2.61294516275039,0.16593
COLO-205,AZD6244,0.049389198,0.61625,0.0695028166426655,0.499666
COLO-320-HSR,AZD6244,8,0,406.020641726409,0.00355799999999995
COLO-678,AZD6244,8,0.217275,1.62381772964444,0.211211
COLO-679,AZD6244,0.123343363,0.4355125,0.34119094582014,0.320722
COLO-741,AZD6244,2.675052404,0.2188,0.531192924898655,0.254625
COR-L105,AZD6244,8,0.19335,3.13462327688052,0.183477
COR-L23,AZD6244,8,0.0155625,3.9566867667685,0.17006
Daoy,AZD6244,8,0.054325,14.4978592413601,0.074956
DBTRG-05MG,AZD6244,0.329752356,0.33875,6.16157853253927,0.151941
DEL,AZD6244,8,0.094625,457.498680244527,0.00359799999999999
Detroit562,AZD6244,8,0.135875,64.4161900624338,0.022035
DK-MG,AZD6244,8,0.1709125,7.94937254186593,0.153609
DMS-114,AZD6244,8,0.057625,545.860255129693,0.002139
DOHH-2,AZD6244,8,0,68.3131991180227,0.023885
DU-145,AZD6244,8,0.1145125,133.753425946321,0.00579499999999999
EB2,AZD6244,8,0,532.27112873587,0.00200599999999995
EFE-184,AZD6244,8,0.16275,394.438801904469,0.00356900000000004
EFM-19,AZD6244,8,0,25.6562960106079,0.054824
EFO-21,AZD6244,8,0.133275,3.19226277757233,0.153527
EFO-27,AZD6244,8,0.0603375,3.32611514554965,0.183694
EM-2,AZD6244,0.38364476,0.408125,163.187851431294,0.00865899999999997
ESS-1,AZD6244,8,0.028725,98.6028336461101,0.021841
FADU,AZD6244,8,0.29975,182.435557303766,0.00744800000000001
G-361,AZD6244,0.419003129,0.355575,341.956316714636,0.00400500000000004
G-401,AZD6244,8,0.1828875,10.0738907246562,0.0745209999999999
G-402,AZD6244,8,0.08855,63.2264673076712,0.028993
GAMG,AZD6244,8,0.0233875,16.9242922316372,0.079642
GB-1,AZD6244,8,0.0764,19.7443820950547,0.064151
GCIY,AZD6244,8,0.029125,6.91962100454213,0.164753
GCT,AZD6244,8,0.0835,4.10442229103264,0.075711
GI-1,AZD6244,8,0.0503625,33.8071392297399,0.046699
GMS-10,AZD6244,8,0.0704,7.0775513969639,0.086426
H4,AZD6244,8,0,26.3768307049066,0.078589
HCC1187,AZD6244,8,0.0919625,25.4451206085478,0.037226
HCC1395,AZD6244,8,0.034175,94.1956497953961,0.017679
HCC1569,AZD6244,8,0.0213125,162.571352873155,0.010572
HCC1806,AZD6244,8,0.234525,27.3421919002325,0.072115
HCC1954,AZD6244,8,0.117675,13.2783381910237,0.089268
HCC70,AZD6244,8,0.147575,3.48240100552242,0.182072
HCT-116,AZD6244,0.518957612,0.2186375,1.06431031730518,0.270155
HCT-15,AZD6244,8,0.07232585,507.999772630182,0.00259200000000004
HD-MY-Z,AZD6244,0.312553406,0.4225,189.502458868942,0.00637900000000002
HEC-1,AZD6244,8,0.349625,261.129642875964,0.00553099999999995
HGC-27,AZD6244,8,0.00475,90.3068214814512,0.020105
HH,AZD6244,8,0,100.24047006778,0.025536
HLE,AZD6244,8,0.086625,80.7949933405361,0.011202
HOS,AZD6244,8,0,33.7252562403594,0.049103
HPAF-II,AZD6244,3.959347245,0.194225,3.33728632765337,0.122548
Hs-578-T,AZD6244,8,0.1026625,315.998036512636,0.00389700000000004
HSC-2,AZD6244,8,0,18.9576776024085,0.054867
HT,AZD6244,8,0.093625,242.399211184377,0.00625600000000004
HT-1080,AZD6244,0.739373982,0.26205,2.43010143675063,0.206496
HT-1197,AZD6244,8,0.198875,79.8158415166133,0.028767
HT-1376,AZD6244,8,0.1106,20.577206857808,0.084454
HT-144,AZD6244,0.373916358,0.3679,0.0890473525157539,0.445083
HT-29,AZD6244,0.097565152,0.5425,70.3936457600358,0.020358
HuCCT1,AZD6244,8,0.1959,1.29959541916135,0.243925
HuP-T3,AZD6244,1.915635943,0.24355,65.471700772093,0.020298
HuP-T4,AZD6244,0.355978675,0.3067875,43.1150015347092,0.027204
IA-LM,AZD6244,8,0,237.139363509998,0.00629299999999999
IGROV-1,AZD6244,8,0.1225,18.6558916058192,0.106506
IPC-298,AZD6244,0.074961409,0.515125,0.0664261815343192,0.432847
IST-MES1,AZD6244,8,0.0336,57.1500919978112,0.069577
JVM-3,AZD6244,8,0.32625,48.8547690435994,0.035798
KARPAS-299,AZD6244,8,0.144675,84.1138299540937,0.03017
KARPAS-422,AZD6244,8,0.067625,141.629713450748,0.011439
KG-1,AZD6244,1.402923942,0.20745,271.265487500297,0.00597599999999998
KLE,AZD6244,8,0,142.357713625366,0.01854
KNS-42,AZD6244,8,0.0444625,97.9324543785924,0.017439
KNS-62,AZD6244,8,0.16185,116.523736612642,0.016445
KNS-81-FD,AZD6244,8,0.1171125,13.0748298959974,0.091144
KU812,AZD6244,0.180799469,0.44125,0.173748748055355,0.370404
KURAMOCHI,AZD6244,8,0.191375,403.152942549764,0.00388200000000005
KYSE-140,AZD6244,8,0.0905,339.471840661807,0.00387199999999999
KYSE-150,AZD6244,8,0.01791,8.21937358532985,0.129169
KYSE-180,AZD6244,8,0.0560875,175.18350070335,0.00781299999999996
KYSE-410,AZD6244,8,0.08025,24.8235798040821,0.0456569999999999
KYSE-450,AZD6244,8,0.177975,560.060604390782,0.00222299999999997
KYSE-510,AZD6244,8,0,104.164564551592,0.01786
KYSE-520,AZD6244,8,0.1497,61.0314924119099,0.040349
KYSE-70,AZD6244,8,0.21375,34.8425729598697,0.037341
L-363,AZD6244,8,0.0931,40.0978613511,0.037137
L-428,AZD6244,8,0,294.160342110333,0.00469699999999995
LCLC-103H,AZD6244,8,0.0173,110.331999774505,0.00617000000000001
LOXIMVI,AZD6244,0.589701712,0.28175,0.858541722950226,0.270365
LP-1,AZD6244,8,0.0286125,149.441498221139,0.010925
LS-123,AZD6244,8,0.1955,3.61830976119092,0.148442
LS-411N,AZD6244,0.139588103,0.52125,10.8244233255174,0.145345
LS-513,AZD6244,0.436459094,0.381125,1.42191278945055,0.235715
LU-99A,AZD6244,1.274648309,0.2322625,145.977718930914,0.00414099999999995
M059J,AZD6244,8,0,98.7645762022731,0.0197040000000001
MC116,AZD6244,8,0,576.829656374448,0.00216799999999995
MCF7,AZD6244,8,0.1935,243.493683077675,0.00617800000000002
MDA-MB-157,AZD6244,8,0.0669625,143.252241078568,0.011419
MDA-MB-175-VII,AZD6244,8,0.078275,448.48220320087,0.00256000000000001
MDA-MB-415,AZD6244,8,0.0437625,369.575112059905,0.00365199999999999
MDA-MB-453,AZD6244,8,0,538.209021226418,0.00211600000000001
MDA-MB-468,AZD6244,8,0.1034725,73.5201854141866,0.036493
MEG-01,AZD6244,2.041517973,0.26325,236.439651025181,0.00711600000000001
MEL-HO,AZD6244,0.10809873,0.45293625,0.138844871701799,0.393418
MES-SA,AZD6244,8,0.0742625,695.741372471018,0.00221899999999997
Mewo,AZD6244,8,0,0.52100533362349,0.224942
MFE-280,AZD6244,8,0.040425,456.519310342422,0.00220299999999995
